sample_idx,ground_truth,gt_label,h1_0,h1_1,h1_2,h1_3,h1_4,h1_5,h1_6,h1_7,h1_8,h1_9,h1_10,h1_11,h1_12,h1_13,h1_14,h1_15,h1_16,h1_17,h1_18,h1_19,h1_20,h1_21,h1_22,h1_23,h1_24,h1_25,h1_26,h1_27,h1_28,h1_29,h1_30,h1_31,h2_0,h2_1,h2_2,h2_3,h2_4,h2_5,h2_6,h2_7,h2_8,h2_9,h2_10,h2_11,h2_12,h2_13,h2_14,h2_15
0,0,A,0.000000,0.000000,244.710602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.875725,48.320602,0.000000,0.000000,0.000000,26.448900,0.000000,0.000000,2.647506,0.000000,0.000000,0.000000,113.569756,0.000000,147.246750,0.000000,73.294220,0.000000,191.229355,0.000000,0.000000,102.497101,0.000000,0.000000,23.734343,0.000000,0.000000,0.000000,25.538294,0.000000,0.000000,0.000000,0.000000,0.000000,26.524418,0.000000,0.000000,0.000000,0.000000
1,0,A,0.000000,0.000000,208.504852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.240005,56.889606,0.000000,0.000000,0.000000,82.285820,0.000000,0.000000,48.778873,0.000000,0.000000,0.000000,78.700798,0.000000,118.410461,0.000000,33.459492,0.000000,121.208015,0.000000,0.000000,65.692909,0.000000,0.000000,13.131748,0.000000,0.000000,0.000000,15.692753,0.000000,0.000000,0.000000,0.000000,0.000000,37.508808,0.000000,0.000000,0.000000,0.000000
2,0,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,94.870399,255.556366,0.000000,0.000000,0.000000,206.686493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.070160,0.000000,39.364914,31.386131,0.000000,10.552964,0.000000,30.190939,69.424797,0.000000,37.780754,0.000000,3.617830,0.000000,0.000000,0.000000,0.000000,0.000000,79.831841,80.584175,0.000000,0.000000,56.083591
3,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.902931,0.000000,137.346237,0.000000,186.173294,0.000000,319.017700,39.636986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.944403,0.000000,37.861832,0.000000,0.000000,0.000000,0.000000,62.590603,0.000000,0.000000,0.000000,0.000000,0.000000
4,2,C,0.000000,0.000000,241.725266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,342.105286,0.000000,0.000000,0.000000,0.000000,81.359642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,32.336533,0.000000,131.848495,0.000000,106.943802,0.000000,127.616791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.274229,0.000000,0.000000,0.000000,0.000000,46.674828,0.000000,0.000000,0.000000,0.000000
5,0,A,0.000000,0.000000,204.945541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.318796,31.259523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,69.158592,0.000000,0.000000,0.000000,127.651703,0.000000,151.419556,0.000000,106.201614,0.000000,216.292343,0.000000,0.000000,84.767578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.065441,0.000000,0.000000,0.000000,0.000000,0.000000,1.121581,0.000000,0.000000,0.000000,0.000000
6,0,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,104.166237,373.390900,0.000000,0.000000,0.000000,311.836975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.500195,0.000000,0.000000,0.000000,232.178497,0.000000,0.000000,0.000000,0.000000,3.416087,0.000000,83.834396,116.745224,0.000000,30.396141,0.000000,32.263866,0.000000,0.000000,0.000000,0.000000,0.000000,125.566444,85.523933,0.000000,0.000000,108.007843
7,1,B,0.000000,0.000000,270.937897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.631668,26.741684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,175.074326,0.000000,273.453094,0.000000,0.000000,0.000000,277.671631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,79.078560,8.210366,0.000000,0.000000,0.000000,0.000000,25.643970,0.000000,0.000000,0.000000,0.000000
8,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,86.110191,0.000000,105.580292,0.000000,271.575775,0.000000,323.111237,232.306763,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.223072,0.000000,0.000000,0.000000,0.000000,87.318077,0.000000,0.000000,0.000000,0.000000,0.000000
9,3,D,0.000000,0.000000,167.550812,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.982594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,232.572525,0.000000,0.000000,0.000000,80.987091,0.000000,119.216225,0.000000,116.867836,0.000000,185.199142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.364468,0.000000,0.000000,0.000000,0.000000,60.595280,0.000000,0.000000,0.000000,0.000000,0.000000
10,2,C,0.000000,0.000000,254.941193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,309.914246,0.000000,0.000000,0.000000,0.000000,71.124069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47.124268,0.000000,139.574188,0.000000,91.124443,0.000000,132.198685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.379785,0.000000,0.000000,0.000000,0.000000,43.663471,0.000000,0.000000,0.000000,0.000000
11,1,B,0.000000,0.000000,364.724457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.022789,19.089306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.155632,0.000000,243.860687,0.000000,0.000000,0.000000,234.883667,0.000000,0.000000,62.234104,0.000000,0.000000,6.114087,0.000000,0.000000,0.000000,42.359665,0.000000,0.000000,0.000000,0.000000,0.000000,27.325138,0.000000,0.000000,0.000000,0.000000
12,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.938265,12.214283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.238583,0.000000,72.489082,0.000000,190.809647,0.000000,337.340576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.592306,0.000000,32.064259,0.000000,0.000000,0.000000,0.000000,56.017311,0.000000,0.000000,0.000000,0.000000,0.000000
13,2,C,0.000000,0.000000,217.337326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,293.305634,0.000000,0.000000,0.000000,0.000000,69.046539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.328695,0.000000,136.178833,0.000000,72.290207,0.000000,146.944489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.851793,0.000000,0.000000,0.000000,0.000000,39.382484,0.000000,0.000000,0.000000,0.000000
14,0,A,0.000000,0.000000,178.746735,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,107.894760,66.730331,0.000000,0.000000,0.000000,74.143654,0.000000,0.000000,58.044895,0.000000,0.000000,0.000000,80.081352,0.000000,101.403450,0.000000,97.796143,0.000000,117.568817,0.000000,0.000000,106.039139,0.000000,0.000000,17.258705,0.000000,0.000000,0.000000,3.823127,0.000000,0.000000,0.000000,0.000000,0.000000,32.827812,0.000000,0.000000,0.000000,0.000000
15,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,128.280533,0.000000,49.455025,0.000000,300.017548,0.000000,325.544647,217.231018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.280910,0.000000,0.000000,0.000000,0.000000,91.704659,0.000000,0.000000,0.000000,0.000000,0.000000
16,1,B,0.000000,0.000000,216.486160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,138.586258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.911110,0.000000,0.000000,0.000000,99.287102,0.000000,155.471054,0.000000,89.084290,0.000000,181.063553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.191929,0.000000,0.000000,0.000000,0.000000,0.000000,3.590560,0.000000,0.000000,0.000000,0.000000
17,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,98.972092,143.879257,0.000000,0.000000,0.000000,44.519211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.729416,0.000000,72.542503,0.000000,77.295380,0.000000,120.003181,0.000000,0.000000,0.000000,0.000000,9.163356,27.901770,0.000000,21.814375,0.000000,37.686382,16.212639,0.000000,0.000000,0.000000,0.000000,35.484848,0.000000,0.000000,0.000000,43.421188
18,4,E,0.000000,0.000000,202.503998,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.456833,85.216408,0.000000,0.000000,0.000000,49.654518,0.000000,0.000000,2.643477,0.000000,0.000000,0.000000,104.408470,0.000000,148.300156,0.000000,40.005981,0.000000,157.313629,0.000000,0.000000,102.455078,0.000000,0.000000,38.133366,0.000000,0.000000,0.000000,27.643349,0.000000,0.000000,0.000000,0.000000,0.000000,41.343399,0.000000,0.000000,0.000000,13.129574
19,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.377598,217.884781,0.000000,0.000000,0.000000,116.689911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,198.919006,0.000000,164.619904,0.000000,109.202370,0.000000,77.716614,86.127708,0.000000,80.254158,0.000000,0.960868,78.002541,0.000000,9.470833,0.000000,54.943050,0.000000,0.000000,0.000000,0.000000,0.000000,78.455040,0.000000,1.607749,0.000000,66.844009
20,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.922775,215.713425,0.000000,0.000000,0.000000,195.933685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,91.591919,0.000000,18.745882,0.000000,106.782112,0.000000,0.000000,0.000000,0.000000,54.895103,64.130463,0.000000,3.474610,0.000000,32.964310,36.972939,0.373100,0.000000,0.000000,0.000000,87.859756,0.000000,0.000000,0.000000,80.777733
21,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,188.772141,0.000000,147.772354,0.000000,236.271210,0.000000,298.767151,148.329590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.140358,0.000000,0.000000,0.000000,0.000000,78.571396,0.000000,0.000000,0.000000,0.000000,0.000000
22,1,B,0.000000,0.000000,259.031281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.262886,12.055091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,204.644958,0.000000,278.773712,0.000000,0.000000,0.000000,328.192078,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,93.967453,0.000000,0.000000,0.000000,0.000000,0.000000,14.581605,0.000000,0.000000,0.000000,0.000000
23,1,B,0.000000,0.000000,247.363510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,136.280350,0.000000,0.000000,0.000000,0.000000,14.009822,0.000000,0.000000,21.795692,0.000000,0.000000,0.000000,143.525269,0.000000,178.604706,0.000000,0.000000,0.000000,196.141190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48.751842,5.242450,0.000000,0.000000,0.000000,0.000000,19.665718,0.000000,0.000000,0.000000,0.000000
24,2,C,0.000000,0.000000,246.597473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,326.948395,0.000000,0.000000,0.000000,0.000000,91.390450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.710720,0.000000,142.779877,0.000000,78.883911,0.000000,132.931320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.939741,0.000000,0.000000,0.000000,0.000000,48.898369,0.000000,0.000000,0.000000,0.000000
25,0,A,0.000000,0.000000,203.497299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.217957,44.115181,0.000000,0.000000,0.000000,68.712822,0.000000,0.000000,52.414192,0.000000,0.000000,0.000000,76.744637,0.000000,115.312309,0.000000,62.123631,0.000000,130.547226,0.000000,0.000000,77.244202,0.000000,0.000000,8.024242,0.000000,0.000000,0.000000,10.954944,0.000000,0.000000,0.000000,0.000000,0.000000,29.292156,0.000000,0.000000,0.000000,0.000000
26,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.840698,132.266754,0.000000,0.000000,0.000000,141.217224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,106.805809,0.000000,147.459641,0.000000,221.159882,0.000000,133.787155,129.426483,0.000000,7.413705,0.000000,0.000000,31.662596,0.000000,3.206052,0.000000,25.297237,0.000000,0.000000,0.000000,0.000000,0.000000,58.194141,0.000000,0.000000,0.000000,21.219158
27,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.548813,0.000000,172.058258,0.000000,239.937180,0.000000,282.639374,126.801628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.442320,0.000000,31.573988,0.000000,0.000000,0.000000,0.000000,76.082657,0.000000,0.000000,0.000000,0.000000,0.000000
28,1,B,0.000000,0.000000,239.276794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.701117,12.657472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,181.842819,0.000000,258.086273,0.000000,0.000000,0.000000,301.398132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.886978,0.000000,0.000000,0.000000,0.000000,0.000000,13.407455,0.000000,0.000000,0.000000,0.000000
29,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.334515,216.595016,0.000000,0.000000,0.000000,131.607880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.066822,0.000000,93.629677,0.000000,0.000000,0.000000,155.522079,0.000000,0.000000,0.000000,0.000000,27.464617,63.468857,0.000000,1.676604,0.000000,58.110680,23.103247,13.348327,0.000000,0.000000,0.000000,61.880966,0.000000,0.000000,0.000000,78.337265
30,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,69.475159,268.073883,0.000000,0.000000,0.000000,53.745094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,118.977539,0.000000,85.839668,0.000000,0.000000,0.000000,148.635818,0.000000,0.000000,21.540422,0.000000,33.989555,73.142021,0.000000,15.848516,0.000000,75.944298,26.188137,16.283632,0.000000,0.000000,0.000000,58.666878,0.000000,0.000000,0.000000,94.928680
31,2,C,0.000000,0.000000,258.777069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,308.231689,0.000000,0.000000,0.000000,0.000000,80.929642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.664341,0.000000,155.433197,0.000000,78.578156,0.000000,139.328644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.698730,8.756367,0.000000,0.000000,0.000000,0.000000,46.690987,0.000000,0.000000,0.000000,0.000000
32,2,C,0.000000,0.000000,225.352493,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,152.303406,0.000000,0.000000,0.000000,0.000000,55.700752,0.000000,0.000000,46.062817,0.000000,0.000000,0.000000,65.632393,0.000000,139.291138,0.000000,49.498962,0.000000,137.817825,0.000000,0.000000,42.144413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.626139,0.000000,0.000000,0.000000,0.000000,0.000000,23.862341,0.000000,0.000000,0.000000,0.000000
33,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.205395,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.134872,0.000000,116.748489,0.000000,157.792664,0.000000,205.144333,50.159336,0.000000,31.583921,0.000000,0.000000,0.000000,0.000000,12.696275,0.000000,49.974792,0.000000,0.000000,0.000000,0.000000,45.629944,5.581383,0.000000,0.000000,0.000000,0.000000
34,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.990204,203.622452,0.000000,0.000000,0.000000,78.507584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.403526,0.000000,54.138668,0.000000,40.183277,0.000000,124.932381,0.000000,0.000000,15.019009,0.000000,33.367123,51.467705,0.000000,15.565792,0.000000,43.856853,28.530657,6.772307,0.000000,0.000000,0.000000,56.644218,0.000000,0.000000,0.000000,70.118843
35,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,300.438232,0.000000,0.000000,0.000000,118.192406,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,198.348053,0.000000,83.436165,0.000000,159.143555,0.000000,210.840271,137.332977,0.000000,0.000000,0.000000,0.000000,78.993980,0.000000,0.000000,0.000000,77.571114,0.000000,0.000000,0.000000,0.000000,0.000000,68.918098,0.000000,0.000000,0.000000,81.388313
36,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.609400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,123.377518,0.000000,78.862091,0.000000,306.416046,0.000000,323.034363,225.178513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.865157,0.000000,0.000000,0.000000,0.000000,91.578651,0.000000,0.000000,0.000000,0.000000,0.000000
37,0,A,0.000000,0.000000,267.295746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,233.573135,0.000000,0.000000,0.000000,0.000000,3.937255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,115.676323,0.000000,278.476929,0.000000,0.000000,0.000000,205.340286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.866558,18.518496,0.000000,0.000000,0.000000,0.000000,33.928181,0.000000,0.000000,0.000000,0.000000
38,0,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,178.517685,0.000000,0.000000,0.000000,109.398514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,89.931633,0.000000,0.000000,0.000000,279.300232,0.000000,134.466858,297.539764,0.000000,67.469070,0.000000,0.000000,61.401112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47.427597,53.577244,0.000000,0.000000,19.375074
39,1,B,0.000000,0.000000,279.029297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.483098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,216.171783,0.000000,294.170929,0.000000,0.000000,0.000000,354.970520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.064980,0.000000,0.000000,0.000000,0.000000,0.000000,13.338430,0.000000,0.000000,0.000000,0.000000
40,1,B,0.000000,0.000000,245.461304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.255262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,215.675400,0.000000,273.238831,0.000000,0.000000,0.000000,340.033478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.644196,0.000000,0.000000,0.000000,0.000000,0.000000,14.120197,0.000000,0.000000,0.000000,0.000000
41,0,A,0.000000,0.000000,216.183304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,82.356552,48.017551,0.000000,0.000000,0.000000,42.264004,0.000000,0.000000,47.861073,0.000000,0.000000,0.000000,86.253159,0.000000,116.104950,0.000000,74.464157,0.000000,145.041306,0.000000,0.000000,100.211563,0.000000,0.000000,12.419319,0.000000,0.000000,0.000000,11.177022,0.000000,0.000000,0.000000,0.000000,0.000000,23.495661,0.000000,0.000000,0.000000,0.000000
42,0,A,0.000000,0.000000,211.174789,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,102.365967,46.107529,0.000000,0.000000,0.000000,72.736969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.617744,0.000000,129.866394,0.000000,69.017120,0.000000,130.899307,0.000000,0.000000,116.251472,0.000000,0.000000,32.139603,0.000000,0.000000,0.000000,2.404811,0.000000,0.000000,0.000000,0.000000,0.000000,41.585880,0.000000,0.000000,0.000000,0.000000
43,2,C,0.000000,0.000000,245.269257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,303.236420,0.000000,0.000000,0.000000,0.000000,93.141914,0.000000,0.000000,10.392247,0.000000,0.000000,0.000000,19.739674,0.000000,126.480820,0.000000,104.362572,0.000000,106.443375,0.000000,0.000000,45.093208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47.588326,0.000000,0.000000,0.000000,0.000000
44,2,C,0.000000,0.000000,252.143799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,356.301819,0.000000,0.000000,0.000000,0.000000,85.145912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.560467,0.000000,133.196533,0.000000,111.332008,0.000000,129.736115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.771907,0.000000,0.000000,0.000000,0.000000,48.133842,0.000000,0.000000,0.000000,0.000000
45,2,C,0.000000,0.000000,250.060822,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.955887,0.000000,0.000000,0.000000,0.000000,37.398235,0.000000,0.000000,9.324668,0.000000,0.000000,0.000000,36.724312,0.000000,157.682510,0.000000,91.954308,0.000000,157.510391,0.000000,0.000000,62.526222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.815371,0.000000,0.000000,0.000000,0.000000
46,2,C,0.000000,0.000000,254.822021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,275.173523,0.000000,0.000000,0.000000,0.000000,60.493698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.777817,0.000000,145.294128,0.000000,89.738785,0.000000,140.082138,0.000000,0.000000,4.714666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.695383,0.519026,0.000000,0.000000,0.000000,0.000000,38.847965,0.000000,0.000000,0.000000,0.000000
47,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.974983,188.113571,0.000000,0.000000,0.000000,173.823807,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,159.960510,0.000000,116.705788,0.000000,76.805130,0.000000,139.135788,0.000000,0.000000,19.738838,0.000000,16.376339,58.943798,0.000000,7.468839,0.000000,66.098534,5.277053,0.000000,0.000000,0.000000,0.000000,74.150658,0.000000,0.000000,0.000000,63.102119
48,2,C,0.000000,0.000000,246.026978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,224.713318,18.389246,0.000000,0.000000,0.000000,47.357815,0.000000,0.000000,28.360785,0.000000,0.000000,0.000000,66.550552,0.000000,151.023087,0.000000,51.643406,0.000000,141.999222,0.000000,0.000000,40.467567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.882079,0.000000,0.000000,0.000000,0.000000,0.000000,34.032600,0.000000,0.000000,0.000000,0.000000
49,3,D,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,222.634186,0.000000,72.510818,0.000000,256.312408,0.000000,280.667938,73.736610,0.000000,11.624926,0.000000,0.000000,0.000000,0.000000,14.743446,0.000000,37.946022,0.000000,0.000000,0.000000,0.000000,75.042656,0.000000,0.000000,0.000000,0.000000,0.000000
50,2,C,0.000000,0.000000,9.699463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,381.197205,25.170090,0.000000,0.000000,0.000000,97.787117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.465946,0.000000,68.156578,0.000000,193.134232,0.000000,141.061401,0.000000,0.000000,0.000000,0.000000,2.122043,0.000000,0.000000,30.638594,0.000000,0.000000,34.676723,0.000000,0.000000,0.000000,0.000000,43.729546,0.000000,0.000000,0.000000,0.000000
51,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,45.562477,237.194031,0.000000,0.000000,0.000000,53.333950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.429628,0.000000,0.000000,0.000000,182.132523,0.000000,234.529236,0.000000,0.000000,0.000000,0.000000,0.000000,45.798153,0.000000,34.416885,0.000000,40.844868,0.000000,23.227419,0.000000,0.000000,0.000000,29.166063,2.086387,0.000000,0.000000,58.775864
52,3,D,0.000000,0.000000,20.448963,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,201.799988,0.000000,177.889389,0.000000,190.889969,0.000000,271.775360,129.115067,0.000000,46.929531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.709949,0.000000,0.000000,0.000000,0.000000,57.892670,3.158052,0.000000,0.000000,0.000000,0.000000
53,4,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,236.453094,0.000000,0.000000,0.000000,146.085007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,204.758911,0.000000,125.478722,0.000000,0.000000,0.000000,174.004669,119.667595,0.000000,0.000000,0.000000,0.000000,75.925194,0.000000,0.000000,0.000000,84.174149,3.985126,0.000000,0.000000,0.000000,0.000000,75.453133,0.000000,0.000000,0.000000,81.594376
54,1,B,0.000000,0.000000,285.926971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.124811,10.317066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,210.863724,0.000000,297.495361,0.000000,0.000000,0.000000,332.445465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,97.882721,0.000000,0.000000,0.000000,0.000000,0.000000,15.543669,0.000000,0.000000,0.000000,0.000000
